msisdn,home_city_name,home_region_name
212769983899,Foum Zguid,Souss-Massa
212621731174,Beni Ayat,Béni Mellal-Khénifra
212657832840,Amizmiz,Marrakech-Safi
212783871906,Tagzen,Souss-Massa
212684267227,Bab Taza,Tanger-Tétouan-Al Hoceïma
212789848988,Sidi Ifni,Guelmim-Oued Noun
212615714092,Oulad Amrane,Casablanca-Settat
212785111953,Megousse,Souss-Massa
212653764202,Tamesna,Rabat-Salé-Kénitra
212752661987,M'haya,Fès-Meknès
212768056984,Karia (El Jadida),Casablanca-Settat
212642218283,Bouarfa,l'Oriental
212647738840,Bouskoura,Casablanca-Settat
212662956418,Sidi Mohamed ben Abdallah el-Raisuni,Tanger-Tétouan-Al Hoceïma
212659278549,Bni Hadifa,Tanger-Tétouan-Al Hoceïma
212796205549,MyAliCherif,Drâa-Tafilalet
212743874231,Kerrouchen,Béni Mellal-Khénifra
212762989124,Tameslouht,Marrakech-Safi
212660676400,Ghafsai,Fès-Meknès
212674134047,Azemmour,Casablanca-Settat
212743014295,M'semrir,Drâa-Tafilalet
212763765522,Ras El Aïn,Casablanca-Settat
212711805261,Berkane,l'Oriental
212657711574,Boulanouare,Béni Mellal-Khénifra
212786324848,Gueznaia,Tanger-Tétouan-Al Hoceïma
212618770571,Oulad Teïma,Souss-Massa
212619062271,Aït Melloul,Souss-Massa
212630232179,Moulay Brahim,Marrakech-Safi
212797137839,Sidi Allal El Bahraoui,Rabat-Salé-Kénitra
212618009680,Oulad Saïd,Casablanca-Settat
212770567047,Sabaa Aiyoun,Fès-Meknès
212698692830,Massa (Maroc),Souss-Massa
212633566942,Jorf,Drâa-Tafilalet
212616405718,Sidi Taibi,Rabat-Salé-Kénitra
212784753602,MyAliCherif,Drâa-Tafilalet
212760296206,Mehdia,Rabat-Salé-Kénitra
212768442888,El Ouatia,Guelmim-Oued Noun
212771309575,Berkane,l'Oriental
212658556447,Ighoud,Marrakech-Safi
212657119370,Sidi Addi,Fès-Meknès
212759921340,Bouznika,Casablanca-Settat
212747972185,El Marsa,Laâyoune-Sakia El Hamra
212653160668,Oulad Ghadbane,Casablanca-Settat
212652463907,Afourar,Béni Mellal-Khénifra
212667951316,Bab Taza,Tanger-Tétouan-Al Hoceïma
212762697676,Mehdia,Rabat-Salé-Kénitra
212773003202,Ahfir,l'Oriental
212741504461,Bab Berred,Tanger-Tétouan-Al Hoceïma
212794424404,Boumalne-Dadès,Drâa-Tafilalet
212740156038,Moulay Bousselham,Rabat-Salé-Kénitra
212750304130,El Ouatia,Guelmim-Oued Noun
212644892815,Zagora,Drâa-Tafilalet
212686874634,Sidi Rahhal Chataï,Casablanca-Settat
212754862883,Tanalt,Souss-Massa
212747299427,Taroudannt,Souss-Massa
212791674187,Taliouine,Souss-Massa
212669609477,Sarghine,Drâa-Tafilalet
212615421382,Touarga,Rabat-Salé-Kénitra
212745180383,Temsia,Souss-Massa
212757145262,Gourrama,Drâa-Tafilalet
212653834103,Harte Lyamine,Drâa-Tafilalet
212745022695,Oulad M'Barek,Béni Mellal-Khénifra
212626414486,Tit Mellil,Casablanca-Settat
212643196697,Point Cires,Tanger-Tétouan-Al Hoceïma
212733614458,Aït Ishaq,Béni Mellal-Khénifra
212760742119,Toundoute,Drâa-Tafilalet
212710242213,Fraïta,Marrakech-Safi
212770050032,Chichaoua,Marrakech-Safi
212776182401,Touarga,Rabat-Salé-Kénitra
212722096297,Sidi Rahhal Chataï,Casablanca-Settat
212656869439,Kassita,l'Oriental
212789248353,Ida Ougnidif,Souss-Massa
212635768123,Tamesna,Rabat-Salé-Kénitra
212664103026,Boumia,Drâa-Tafilalet
212788589309,Oulad Ghadbane,Casablanca-Settat
212673800372,Tamraght,Souss-Massa
212659340374,Tanalt,Souss-Massa
212728461305,Beni Ayat,Béni Mellal-Khénifra
212694855876,Aït Yalla,Drâa-Tafilalet
212649117974,Sidi Slimane Echcharaa,l'Oriental
212790061494,Oulad Teïma,Souss-Massa
212633517820,Lalla Mimouna,Rabat-Salé-Kénitra
212789672949,Taïnaste,Fès-Meknès
212612962359,Dar El Kebdani,l'Oriental
212750472426,Bouhdila,l'Oriental
212712827977,Boujdour,Laâyoune-Sakia El Hamra
212797506240,Naima,l'Oriental
212793936042,Ighil n'Oumgoun,Drâa-Tafilalet
212648051737,Ighil n'Oumgoun,Drâa-Tafilalet
212777070005,Moulay Abdallah,Casablanca-Settat
212784656060,Megousse,Souss-Massa
212648224058,Biougra,Souss-Massa
212669049143,Zaouïat Cheikh,Béni Mellal-Khénifra
212783316986,M'rirt,Béni Mellal-Khénifra
212630629049,Oulmès,Rabat-Salé-Kénitra
212679778413,Benslimane,Casablanca-Settat
212696783559,Assa,Guelmim-Oued Noun
212756104594,Dar Gueddari,Rabat-Salé-Kénitra
212792778913,Sarghine,Drâa-Tafilalet
212738681917,Drargua,Souss-Massa
212780412488,Tichoute,Drâa-Tafilalet
212662480370,Ben Taïeb,l'Oriental
212737534392,Youssoufia,Marrakech-Safi
212678780057,Oualidia,Casablanca-Settat
212798346679,Berrechid,Casablanca-Settat
212671912125,Tan-Tan,Guelmim-Oued Noun
212619069343,Bhalil,Fès-Meknès
212733260554,Dcheira El Jihadia,Souss-Massa
212632897356,Imzouren,Tanger-Tétouan-Al Hoceïma
212630163313,Kattara,Marrakech-Safi
212757368708,Tagzen,Souss-Massa
212629806706,Sid Zouin,Marrakech-Safi
212687210369,Oulad Yaich,Béni Mellal-Khénifra
212613882977,Ahfir,l'Oriental
212771613953,Assilah,Tanger-Tétouan-Al Hoceïma
212654667589,Sidi Addi,Fès-Meknès
212686565800,Tarfaya,Laâyoune-Sakia El Hamra
212778728363,Oulad Ayad,Béni Mellal-Khénifra
212760790318,Tamansourt,Marrakech-Safi
212675754665,Akchour,Tanger-Tétouan-Al Hoceïma
212661349756,Assahrij,Marrakech-Safi
212694101186,Ain El Aouda,Rabat-Salé-Kénitra
212740696315,Dar Bni Karrich,Tanger-Tétouan-Al Hoceïma
212638719517,Assahrij,Marrakech-Safi
212695115619,Ben Sergao,Souss-Massa
212799747923,Souk El Arbaa,Rabat-Salé-Kénitra
212653452943,Gueznaia,Tanger-Tétouan-Al Hoceïma
212792370355,Goulmima,Drâa-Tafilalet
212789206373,Ajdir,Tanger-Tétouan-Al Hoceïma
212635773584,Aïn Leuh,Fès-Meknès
212715185671,Thar Es-Souk,Fès-Meknès
212758055460,Oulmès,Rabat-Salé-Kénitra
212786997157,Saïdia,l'Oriental
212793194361,Beni Ayat,Béni Mellal-Khénifra
212644533416,Midelt,Drâa-Tafilalet
212655534451,Afourar,Béni Mellal-Khénifra
212640950048,Moussaoua,Fès-Meknès
212720573201,Sidi Slimane,Rabat-Salé-Kénitra
212787199238,El Jadida,Casablanca-Settat
212641684177,Essaouira,Marrakech-Safi
212682711610,Casablanca,Casablanca-Settat
212745013280,Safi,Marrakech-Safi
212638087000,Mzouda,Marrakech-Safi
212750091010,Es-Semara,Laâyoune-Sakia El Hamra
212622744007,Tinejdad,Drâa-Tafilalet
212641953592,Ahfir,l'Oriental
212613565063,Guelmim,Guelmim-Oued Noun
212617078457,Aït Ourir,Marrakech-Safi
212744189316,Zeghanghane,l'Oriental
212645733696,Aklim,l'Oriental
212713023193,Zaïo,l'Oriental
212629332317,Tahla,Fès-Meknès
212616719369,Oulad Ayad,Béni Mellal-Khénifra
212713122397,Afourar,Béni Mellal-Khénifra
212694217531,Sidi Bennour,Casablanca-Settat
212643474911,Bzou,Béni Mellal-Khénifra
212725309098,Aourir,Souss-Massa
212681014458,Zeghanghane,l'Oriental
212734799422,Sidi Bouzid,Casablanca-Settat
212673051932,Nador,l'Oriental
212638842901,Bouarfa,l'Oriental
212637569573,Arbaoua,Rabat-Salé-Kénitra
212699539402,Zaouïat Cheikh,Béni Mellal-Khénifra
212710315537,Sidi Allal Tazi,Rabat-Salé-Kénitra
212765111438,Rissani,Drâa-Tafilalet
212730673104,Boufakrane,Fès-Meknès
212738712199,Larache,Tanger-Tétouan-Al Hoceïma
212699848989,Drargua,Souss-Massa
212684649583,Amalou Ighriben,Béni Mellal-Khénifra
212614178943,Sidi Allal El Bahraoui,Rabat-Salé-Kénitra
212631641743,Missour,Fès-Meknès
212730354701,Moulay Yaâcoub,Fès-Meknès
212726159444,Khenichet,Rabat-Salé-Kénitra
212725570582,Aït Yalla,Drâa-Tafilalet
212693855576,Bni Bouayach,Tanger-Tétouan-Al Hoceïma
212631735660,Aït Yalla,Drâa-Tafilalet
212685790725,Bni Tadjite,l'Oriental
212658197099,Farkhana,l'Oriental
212677554230,Laâtamna,l'Oriental
212628461422,Ouaoumana,Béni Mellal-Khénifra
212728706301,Kerrouchen,Béni Mellal-Khénifra
212783837825,Aït Melloul,Souss-Massa
212638521254,Aïn Harrouda,Casablanca-Settat
212751445434,Alnif,Drâa-Tafilalet
212749683659,Imouzzer Kandar,Fès-Meknès
212725232312,Oulad Ghadbane,Casablanca-Settat
212712425493,Marrakech,Marrakech-Safi
212776270288,Dar Chaoui,Tanger-Tétouan-Al Hoceïma
212764981227,M'diq,Tanger-Tétouan-Al Hoceïma
212727357189,El Kelaâ des Sraghna,Marrakech-Safi
212669381034,El Hajeb,Fès-Meknès
212615224586,Ben Taïeb,l'Oriental
212711279944,Biougra,Souss-Massa
212686878519,Tit Mellil,Casablanca-Settat
212786950181,Outat El Haj,Fès-Meknès
212759335724,Bradia,Béni Mellal-Khénifra
212634117971,Aknoul,Fès-Meknès
212686505698,Berrechid,Casablanca-Settat
212755580309,Ouazzane,Tanger-Tétouan-Al Hoceïma
212687836757,Dra'a,Drâa-Tafilalet
212744364411,Douar Kannine,l'Oriental
212798442624,Soualem,Casablanca-Settat
212617951658,Ounagha,Marrakech-Safi
212754828844,Berkane,l'Oriental
212747770527,Sidi Mohamed ben Abdallah el-Raisuni,Tanger-Tétouan-Al Hoceïma
212639718785,El Gara,Casablanca-Settat
212785396603,Drargua,Souss-Massa
212675964439,Oued Zem,Béni Mellal-Khénifra
212736228995,Khémis Sahel,Tanger-Tétouan-Al Hoceïma
212785926068,Tala Tazegwaght,Tanger-Tétouan-Al Hoceïma
212671743541,Salé,Rabat-Salé-Kénitra
212660742202,Awsard,Dakhla-Oued Ed Dahab
212797705597,Kattara,Marrakech-Safi
212653697055,Bouizakarne,Guelmim-Oued Noun
212617226931,Tanoumrite Nkob Zagora,Drâa-Tafilalet
212791130642,Moulay Ali Cherif,Drâa-Tafilalet
212764420369,Taourirt,l'Oriental
212763472378,Ras El Aïn,Casablanca-Settat
212632363497,Oulad Ayad,Béni Mellal-Khénifra
212632539578,Bzou,Béni Mellal-Khénifra
212684053129,Boujdour,Laâyoune-Sakia El Hamra
212679738533,Talmest,Marrakech-Safi
212672661314,Sidi Ali Ban Hamdouche,Casablanca-Settat
212695462536,Meknès,Fès-Meknès
212652246465,Boujniba,Béni Mellal-Khénifra
212791673188,Zaouïat Cheikh,Béni Mellal-Khénifra
212760520841,Tanalt,Souss-Massa
212653453307,Thar Es-Souk,Fès-Meknès
212616485355,Assahrij,Marrakech-Safi
212621230297,Megousse,Souss-Massa
212763199750,Tahannaout,Marrakech-Safi
212633314853,Sidi Yahya El Gharb,Rabat-Salé-Kénitra
212721116366,Bni Tadjite,l'Oriental
212658423097,Chefchaouen,Tanger-Tétouan-Al Hoceïma
212616122870,M'haya,Fès-Meknès
212666654905,Tétouan,Tanger-Tétouan-Al Hoceïma
212721396116,El Kelaâ des Sraghna,Marrakech-Safi
212747591979,Harhoura,Rabat-Salé-Kénitra
212684952814,Tagzen,Souss-Massa
212636679973,Bouanane,l'Oriental
212653927244,Ihddaden,l'Oriental
212733813755,Kassita,l'Oriental
212734256814,Salé,Rabat-Salé-Kénitra
212657221035,Tanoumrite Nkob Zagora,Drâa-Tafilalet
212610369786,Larache,Tanger-Tétouan-Al Hoceïma
212614237890,Aïn Cheggag,Fès-Meknès
212769653183,Tanger,Tanger-Tétouan-Al Hoceïma
212650796152,Chichaoua,Marrakech-Safi
212672966624,Tafraout,Souss-Massa
212637295878,Dar Chaoui,Tanger-Tétouan-Al Hoceïma
212724974642,Zag,Guelmim-Oued Noun
212763808302,Tissa,Fès-Meknès
212746673493,Hrara,Marrakech-Safi
212717856131,Souk El Arbaa,Rabat-Salé-Kénitra
212635105036,Aït Majden,Béni Mellal-Khénifra
212790553267,Oulad Ayad,Béni Mellal-Khénifra
212781876957,Guigou,Fès-Meknès
212756181302,Talmest,Marrakech-Safi
212679172883,Zag,Guelmim-Oued Noun
212755221809,Sidi Abdallah Ghiat,Marrakech-Safi
212685669052,Fquih Ben Salah,Béni Mellal-Khénifra
212679549203,Bni Bouayach,Tanger-Tétouan-Al Hoceïma
212774397511,Tamegroute,Drâa-Tafilalet
212732741935,Tendrara,l'Oriental
212725788801,Youssoufia,Marrakech-Safi
212686456341,Tahannaout,Marrakech-Safi
212727902754,Lakhsass,Souss-Massa
212723641576,Arbaoua,Rabat-Salé-Kénitra
212616703842,Aïn Bni Mathar,l'Oriental
212655701857,Point Cires,Tanger-Tétouan-Al Hoceïma
212633863670,Tamassint,Tanger-Tétouan-Al Hoceïma
212686144467,Rabat,Rabat-Salé-Kénitra
212652579679,Jerada,l'Oriental
212610471122,Goulmima,Drâa-Tafilalet
212730243878,Khémisset,Rabat-Salé-Kénitra
212659687267,Aïn Dorij,Tanger-Tétouan-Al Hoceïma
212697232364,Sidi Abdallah Ghiat,Marrakech-Safi
212613169399,Aït Hichem,Tanger-Tétouan-Al Hoceïma
212628997910,Sarghine,Drâa-Tafilalet
212628921026,Temsia,Souss-Massa
212721767699,Tiflet,Rabat-Salé-Kénitra
212782704714,Aït Yalla,Drâa-Tafilalet
212777988031,Bni Chiker,l'Oriental
212687437611,Taghjijt,Guelmim-Oued Noun
212642891790,Oued Ifrane,Fès-Meknès
212642640739,Sidi Ahmed,Marrakech-Safi
212725753957,Larache,Tanger-Tétouan-Al Hoceïma
212619659601,Fraïta,Marrakech-Safi
212686812154,Sidi Bou Othmane,Marrakech-Safi
212618175487,Moqrisset,Tanger-Tétouan-Al Hoceïma
212777192905,Khénifra,Béni Mellal-Khénifra
212614508836,Boufakrane,Fès-Meknès
212750058883,Sidi Bouknadel,Rabat-Salé-Kénitra
212691461541,El Hajeb,Fès-Meknès
212726673715,Sidi Smaïl,Casablanca-Settat
212630042649,Akchour,Tanger-Tétouan-Al Hoceïma
212682566847,Dar Chaoui,Tanger-Tétouan-Al Hoceïma
212651003974,Aourir,Souss-Massa
212635246732,Zagora,Drâa-Tafilalet
212658851784,Zaouia d'Ifrane,Fès-Meknès
212622027422,Arfoud,Drâa-Tafilalet
212640371361,Aït Hichem,Tanger-Tétouan-Al Hoceïma
212723799814,Taïnaste,Fès-Meknès
212791315590,El Borouj,Casablanca-Settat
212650740261,Bni Bouayach,Tanger-Tétouan-Al Hoceïma
212693731091,Errachidia,Drâa-Tafilalet
212784310998,El Ksiba,Béni Mellal-Khénifra
212791514235,Tagzen,Souss-Massa
212672881860,Moulay Bouazza,Béni Mellal-Khénifra
212623109238,Point Cires,Tanger-Tétouan-Al Hoceïma
212779297519,Bni Ansar,l'Oriental
212659351416,Inahnahen,Tanger-Tétouan-Al Hoceïma
212719700506,Tamanar,Marrakech-Safi
212791389893,Talsint,l'Oriental
212665993875,Oulad Amrane,Casablanca-Settat
212631907400,Mohammadia,Casablanca-Settat
212676089959,Khémisset,Rabat-Salé-Kénitra
212735052790,Moulay Abdallah,Casablanca-Settat
212638549896,Sidi Mohamed ben Abdallah el-Raisuni,Tanger-Tétouan-Al Hoceïma
212782070689,Jorf El Melha,Rabat-Salé-Kénitra
212711055421,Lâattaouia,Marrakech-Safi
212645008375,Tendrara,l'Oriental
212622884909,El Marsa,Laâyoune-Sakia El Hamra
212778394547,Azilal,Béni Mellal-Khénifra
212762036061,Toulal,Fès-Meknès
212736900111,Midelt,Drâa-Tafilalet
212674127022,Moulay Idriss Zerhoun,Fès-Meknès
212797337864,Ben Sergao,Souss-Massa
212794691806,Soualem,Casablanca-Settat
212615712454,Oulmès,Rabat-Salé-Kénitra
212687952209,Rabat,Rabat-Salé-Kénitra
212767799132,Akchour,Tanger-Tétouan-Al Hoceïma
212693807822,Fam El Hisn,Souss-Massa
212740953601,Bouhdila,l'Oriental
212636496261,Khémisset,Rabat-Salé-Kénitra
212643893216,Sebt Gzoula,Marrakech-Safi
212711080356,Skhinate,Fès-Meknès
212661188992,Oulad H'Riz Sahel,Casablanca-Settat
212681412569,Azilal,Béni Mellal-Khénifra
212722380546,Médiouna,Casablanca-Settat
212641374705,Salé,Rabat-Salé-Kénitra
212611001706,Amizmiz,Marrakech-Safi
212685965158,Médiouna,Casablanca-Settat
212737390775,Ounagha,Marrakech-Safi
212779961844,Inezgane,Souss-Massa
212781971248,Fam El Hisn,Souss-Massa
212713581289,Lakhsas,Souss-Massa
212754003876,Sidi Smaïl,Casablanca-Settat
212679656703,Tighza,Béni Mellal-Khénifra
212663220647,Tahla,Fès-Meknès
212657076563,Youssoufia,Marrakech-Safi
212659187272,Fnideq,Tanger-Tétouan-Al Hoceïma
212772897267,Safi,Marrakech-Safi
212728331912,Ouaoumana,Béni Mellal-Khénifra
212792412665,Talsint,l'Oriental
212759938216,Chichaoua,Marrakech-Safi
212617966867,Dar Oulad Zidouh,Béni Mellal-Khénifra
212786641844,Irherm,Souss-Massa
212770401669,Fquih Ben Salah,Béni Mellal-Khénifra
212780544354,Sabaa Aiyoun,Fès-Meknès
212783020633,Tizguite,Fès-Meknès
212674485176,Ida Ougnidif,Souss-Massa
212741707030,Boulemane,Fès-Meknès
212651662218,Sidi Allal Tazi,Rabat-Salé-Kénitra
212743060943,Khemis Zemamra,Casablanca-Settat
212794525918,Tizguite,Fès-Meknès
212799574925,Ras El Ma,l'Oriental
212616254728,Oulad Frej,Casablanca-Settat
212687049417,Sidi Allal Tazi,Rabat-Salé-Kénitra
212621581735,Beni Ayat,Béni Mellal-Khénifra
212645615679,Tamallalt,Marrakech-Safi
212688928254,Irherm,Souss-Massa
212752179326,El Kelaâ des Sraghna,Marrakech-Safi
212672079495,Alnif,Drâa-Tafilalet
212628894364,Zaïo,l'Oriental
212641969981,Beni Ayat,Béni Mellal-Khénifra
212766382172,Aït Attab,Béni Mellal-Khénifra
212674879257,Taghjijt,Guelmim-Oued Noun
212659348049,Karia Ba Mohamed,Fès-Meknès
212626703131,Aïn Jemaa,Fès-Meknès
212662574894,Boulanouare,Béni Mellal-Khénifra
212610354704,Moussaoua,Fès-Meknès
212670249014,Kénitra,Rabat-Salé-Kénitra
212760945009,Assilah,Tanger-Tétouan-Al Hoceïma
212615381440,Dra'a,Drâa-Tafilalet
212685374663,Sidi Bouzid,Casablanca-Settat
212674646666,Bradia,Béni Mellal-Khénifra
212789865089,Touarga,Rabat-Salé-Kénitra
212639980721,Lalla Mimouna,Rabat-Salé-Kénitra
212650229510,MyAliCherif,Drâa-Tafilalet
212789532755,Oulad Frej,Casablanca-Settat
212657685697,El Ouatia,Guelmim-Oued Noun
212665243683,Souk Sebt Oulad Nemma,Béni Mellal-Khénifra
212621146926,Jaâdar,l'Oriental
212730280562,Sidi Rahhal Chataï,Casablanca-Settat
212790850191,Tighza,Béni Mellal-Khénifra
212720100194,Sabaa Aiyoun,Fès-Meknès
212790129522,Fès,Fès-Meknès
212675216793,Sabaa Aiyoun,Fès-Meknès
212684019750,Sid L'Mokhtar,Marrakech-Safi
212667702293,Aïn Bni Mathar,l'Oriental
212716256157,Kehf Nsour,Béni Mellal-Khénifra
212669506656,Thar Es-Souk,Fès-Meknès
212727136371,Boujniba,Béni Mellal-Khénifra
212745274971,Oualidia,Casablanca-Settat
212799076046,Hrara,Marrakech-Safi
212740365010,Ain Taoujdate,Fès-Meknès
212623649322,Sidi Taibi,Rabat-Salé-Kénitra
212737501506,Sidi Bouzid,Casablanca-Settat
212796993290,Sidi Bennour,Casablanca-Settat
212686640861,Chefchaouen,Tanger-Tétouan-Al Hoceïma
212732544315,Moussaoua,Fès-Meknès
212757950587,Imouzzer Kandar,Fès-Meknès
212743786769,Echemmaia,Marrakech-Safi
212734664218,Sidi Bennour,Casablanca-Settat
212741619209,Jebha,Tanger-Tétouan-Al Hoceïma
212795653679,Aïn Erreggada,l'Oriental
212794744495,Boujdour,Laâyoune-Sakia El Hamra
212684573520,Boufakrane,Fès-Meknès
212786638958,Bni Ansar,l'Oriental
212787365855,Aknoul,Fès-Meknès
212621907800,Zaouia d'Ifrane,Fès-Meknès
212638834485,Moulay Brahim,Marrakech-Safi
212617832274,Rommani,Rabat-Salé-Kénitra
212638404723,Sidi Bennour,Casablanca-Settat
212789092768,Oulad Zbair,Fès-Meknès
212744729552,Sidi Jaber,Béni Mellal-Khénifra
212731151847,El Hanchane,Marrakech-Safi
212782860892,Sidi Rahhal Chataï,Casablanca-Settat
212670653857,Dar El Kebdani,l'Oriental
212664346576,Skhirate,Rabat-Salé-Kénitra
212752626860,Had Bouhssoussen,Béni Mellal-Khénifra
212677828323,Aïn Dorij,Tanger-Tétouan-Al Hoceïma
212737164570,Inahnahen,Tanger-Tétouan-Al Hoceïma
212723071659,Khemis Zemamra,Casablanca-Settat
212791458723,Ihddaden,l'Oriental
212640766948,Temsia,Souss-Massa
212796898903,Kattara,Marrakech-Safi
212795483006,Arazane,Souss-Massa
212699739016,Assahrij,Marrakech-Safi
212767845785,Meknès,Fès-Meknès
212746194427,Karia Ba Mohamed,Fès-Meknès
212737669080,Zaïda,Drâa-Tafilalet
212771483704,M'rirt,Béni Mellal-Khénifra
212715006662,Bni Tadjite,l'Oriental
212644782779,Kariat Arekmane,l'Oriental
212698358331,Moulay Yaâcoub,Fès-Meknès
212765587082,Bouizakarne,Guelmim-Oued Noun
212698404362,Al Hoceïma,Tanger-Tétouan-Al Hoceïma
212694136785,Tiznit,Souss-Massa
212767770334,Zagora,Drâa-Tafilalet
212689809840,Alnif,Drâa-Tafilalet
212629292176,Ben Guerir,Marrakech-Safi
212665984472,Assahrij,Marrakech-Safi
212644134197,Khémisset,Rabat-Salé-Kénitra
212796324250,Aït Ourir,Marrakech-Safi
212614599523,Aït Melloul,Souss-Massa
212660728293,Jamâat Shaim,Marrakech-Safi
212625625450,Sidi Allal Tazi,Rabat-Salé-Kénitra
212698151085,Smimou,Marrakech-Safi
212642310081,Oulad H'Riz Sahel,Casablanca-Settat
212719845253,N'Zalat Bni Amar,Fès-Meknès
212795739282,Gourrama,Drâa-Tafilalet
212799461618,Tagzen,Souss-Massa
212656538992,Aoulouz,Souss-Massa
212640036523,Oualidia,Casablanca-Settat
212715558292,Sidi Ifni,Guelmim-Oued Noun
212638168672,Midar,l'Oriental
212738070381,Moulay Idriss Zerhoun,Fès-Meknès
212780356670,Farkhana,l'Oriental
212693836100,El Borouj,Casablanca-Settat
212732622294,Aïn Jemaa,Fès-Meknès
212798304081,Bouanane,l'Oriental
212691930173,Dar El Kebdani,l'Oriental
212681095275,Sebt Gzoula,Marrakech-Safi
212768763382,Sidi Bouzid,Casablanca-Settat
212769884802,Dar El Kebdani,l'Oriental
212668566595,Moulay Idriss Zerhoun,Fès-Meknès
212662966649,Lqliâa,Souss-Massa
212779604734,Talsint,l'Oriental
212781852022,Bouizakarne,Guelmim-Oued Noun
212638089458,Ouarzazate,Drâa-Tafilalet
212653280279,Goulmima,Drâa-Tafilalet
212699940131,Nador,l'Oriental
212722710234,Sidi Jaber,Béni Mellal-Khénifra
212754139947,Tendrara,l'Oriental
212629271462,Oulad Frej,Casablanca-Settat
212659162479,Zaïo,l'Oriental
212664473050,Tounfite,Drâa-Tafilalet
212691725118,Benslimane,Casablanca-Settat
212787864120,Tan-Tan,Guelmim-Oued Noun
212686773532,Talsint,l'Oriental
212633259992,Meknès,Fès-Meknès
212781658184,Ain El Aouda,Rabat-Salé-Kénitra
212799996033,Oualidia,Casablanca-Settat
212618461584,M'semrir,Drâa-Tafilalet
212684942089,Aït Majden,Béni Mellal-Khénifra
212666035779,Sidi Rahhal Chataï,Casablanca-Settat
212682910411,Tichoute,Drâa-Tafilalet
212764867242,Taghjijt,Guelmim-Oued Noun
212696550540,Skhour Rehamna,Marrakech-Safi
212682448435,Kerouna,l'Oriental
212624925777,Loudaya,Marrakech-Safi
212787873521,Aït Attab,Béni Mellal-Khénifra
212653345761,Moulay Ali Cherif,Drâa-Tafilalet
212695517130,Laayoune,Laâyoune-Sakia El Hamra
212711589369,Jorf,Drâa-Tafilalet
212611900535,Ahfir,l'Oriental
212769834525,Ben Yakhlef,Casablanca-Settat
212733612188,Aït Ishaq,Béni Mellal-Khénifra
212787664353,Taghjijt,Guelmim-Oued Noun
212741275087,Lâattaouia,Marrakech-Safi
212775230407,Aknoul,Fès-Meknès
212737485026,Taounate,Fès-Meknès
212768607688,Bejaâd,Béni Mellal-Khénifra
212646996379,Bradia,Béni Mellal-Khénifra
212620406669,Ighoud,Marrakech-Safi
212757319615,Touarga,Rabat-Salé-Kénitra
212746903281,Boulemane,Fès-Meknès
212680484615,Guelmim,Guelmim-Oued Noun
212690761557,Boulemane,Fès-Meknès
212777558207,Itzer,Drâa-Tafilalet
212658113221,Zag,Guelmim-Oued Noun
212645158637,Aït Hichem,Tanger-Tétouan-Al Hoceïma
212724849243,Outat El Haj,Fès-Meknès
212643284220,Foum Zguid,Souss-Massa
212789750295,El Jadida,Casablanca-Settat
212726872714,Témara,Rabat-Salé-Kénitra
212673076625,Fquih Ben Salah,Béni Mellal-Khénifra
212662741271,Taliouine,Souss-Massa
212793023519,Sidi Bou Othmane,Marrakech-Safi
212624548181,Jaâdar,l'Oriental
212776697052,Jaâdar,l'Oriental
212778672384,Zag,Guelmim-Oued Noun
212627231120,Ben Sergao,Souss-Massa
212655434589,Aït Ourir,Marrakech-Safi
212745363754,Saïdia,l'Oriental
212644824853,Biougra,Souss-Massa
212724683515,Stehat,Tanger-Tétouan-Al Hoceïma
212662639880,Zaouia d'Ifrane,Fès-Meknès
212785580883,Casablanca,Casablanca-Settat
212637717495,Ighoud,Marrakech-Safi
212658381222,Tinejdad,Drâa-Tafilalet
212632919479,Taïnaste,Fès-Meknès
212778533757,Itzer,Drâa-Tafilalet
212650209645,Jaâdar,l'Oriental
212620710297,Sidi Abdallah Ghiat,Marrakech-Safi
212640532137,Ighoud,Marrakech-Safi
212777703900,Oulad Ayad,Béni Mellal-Khénifra
212727364771,Séfrou,Fès-Meknès
212649178089,Kehf Nsour,Béni Mellal-Khénifra
212663661884,Oulad Teïma,Souss-Massa
212728952695,Karia Ba Mohamed,Fès-Meknès
212650347575,Oulad Frej,Casablanca-Settat
212750771021,Midar,l'Oriental
212683557636,Tounfite,Drâa-Tafilalet
212622119572,Jorf Lasfar,Casablanca-Settat
212688064394,Douar Kannine,l'Oriental
212731512390,Boumalne-Dadès,Drâa-Tafilalet
212648846259,Kehf Nsour,Béni Mellal-Khénifra
212658387097,Gourrama,Drâa-Tafilalet
212648072230,Touima,l'Oriental
212758403061,Oulad Amrane,Casablanca-Settat
212775697530,El Aïoun Sidi Mellouk,l'Oriental
212798752198,Oulad M'rah,Casablanca-Settat
212668627625,Aïn Leuh,Fès-Meknès
212780690709,Mechra Bel Ksiri,Rabat-Salé-Kénitra
212669293557,Rissani,Drâa-Tafilalet
212673419799,Mzouda,Marrakech-Safi
212674590248,Aïn Leuh,Fès-Meknès
212696383731,Touarga,Rabat-Salé-Kénitra
212625551208,Sarghine,Drâa-Tafilalet
212664818144,Aghbala,Béni Mellal-Khénifra
212654577553,Ben Sergao,Souss-Massa
212645995026,Sidi Boubker,l'Oriental
212768883379,Taliouine,Souss-Massa
212737986209,Gueznaia,Tanger-Tétouan-Al Hoceïma
212636340210,Akka,Souss-Massa
212619821470,Rommani,Rabat-Salé-Kénitra
